"Date","Symbol","Class Symbol","Root Symbol","Underlying Symbol","Strike Price","Expiry Date","Call/Put","Ins. Type","Bid Price","Ask Price","Bid Size","Ask Size","Last Price","Volume","Last Close Price","Net Change","Open Price","High Price","Low Price","Total Value","Nb. Trades","Settlement Price","Open Interest","Implied Volatility"
"2020-03-02","SXO   200619P1060.00","SXO","SXO","TX60",1060,"2020-06-19",1,0,0,0,0,0,74.4,0,89.5,0,0,0,0,0,0,74.4,0,0
"2020-03-02","SXO   200619P1070.00","SXO","SXO","TX60",1070,"2020-06-19",1,0,0,0,0,0,83.3,0,98.9,0,0,0,0,0,0,83.3,0,0
"2020-03-02","SXO   200619P1080.00","SXO","SXO","TX60",1080,"2020-06-19",1,0,0,0,0,0,92.5,0,108.3,0,0,0,0,0,0,92.5,0,0
"2020-03-02","SXO   200619P1090.00","SXO","SXO","TX60",1090,"2020-06-19",1,0,0,0,0,0,101.9,0,117.9,0,0,0,0,0,0,101.9,0,0
"2020-03-02","SXO   200619P1100.00","SXO","SXO","TX60",1100,"2020-06-19",1,0,0,0,0,0,111.4,0,127.85,0,0,0,0,0,0,111.4,0,0
"2020-03-02","SXO   200717P990.00","SXO","SXO","TX60",990,"2020-07-17",1,0,45.15,65.2,1,1,24.1,0,33.6,0,0,0,0,0,0,24.1,0,23.795
"2020-03-02","SXO   200717P1000.00","SXO","SXO","TX60",1000,"2020-07-17",1,0,50.4,70.4,1,1,29.6,0,40.2,0,0,0,0,0,0,29.6,0,23.773
"2020-03-02","SXO   200717P1010.00","SXO","SXO","TX60",1010,"2020-07-17",1,0,56,76.05,1,1,35.7,0,47.3,0,0,0,0,0,0,35.7,0,23.805
"2020-03-02","SXO   200717P1020.00","SXO","SXO","TX60",1020,"2020-07-17",1,0,62.1,82.15,1,1,42.5,0,55,0,0,0,0,0,0,42.5,0,23.925
"2020-03-02","SXO   200717P1030.00","SXO","SXO","TX60",1030,"2020-07-17",1,0,68.6,88.65,1,1,49.8,0,63.1,0,0,0,0,0,0,49.8,0,24.105
"2020-03-02","SXO   200717P1040.00","SXO","SXO","TX60",1040,"2020-07-17",1,0,75.5,95.55,1,1,57.6,0,71.6,0,0,0,0,0,0,57.6,0,24.354
